invoice_num,stock_code,description,quantity,invoice_date,unit_price,cust_id,country,month,day,hour,week_days,year_month
574898,20973,12 PENCIL SMALL TUBE WOODLAND,6,2011-11-07 15:07:00,0.65,16242.0,United Kingdom,11,7,15,Mon,2011-11
548212,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,2011-03-30 09:12:00,1.25,12456.0,Switzerland,3,30,9,Wed,2011-03
579300,23219,LAUREL STAR ANTIQUE SILVER ,36,2011-11-29 11:30:00,1.25,14667.0,United Kingdom,11,29,11,Tue,2011-11
544647,22921,HERB MARKER CHIVES ,20,2011-02-22 12:13:00,0.65,14060.0,United Kingdom,2,22,12,Tue,2011-02
571667,23012,GLASS APOTHECARY BOTTLE PERFUME,2,2011-10-18 13:04:00,3.95,14554.0,United Kingdom,10,18,13,Tue,2011-10
546015,22508,DOORSTOP RETROSPOT HEART,4,2011-03-08 16:48:00,3.75,14336.0,United Kingdom,3,8,16,Tue,2011-03
579166,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,4,2011-11-28 14:02:00,3.75,14290.0,United Kingdom,11,28,14,Mon,2011-11
558102,22623,BOX OF VINTAGE JIGSAW BLOCKS ,1,2011-06-26 14:06:00,5.95,17372.0,United Kingdom,6,26,14,Sun,2011-06
577315,22633,HAND WARMER UNION JACK,3,2011-11-18 13:25:00,2.1,17811.0,United Kingdom,11,18,13,Fri,2011-11
544390,22228,BUNNY WOODEN PAINTED WITH BIRD ,12,2011-02-18 11:36:00,0.85,14911.0,EIRE,2,18,11,Fri,2011-02
571653,21479,WHITE SKULL HOT WATER BOTTLE ,8,2011-10-18 12:17:00,3.75,14298.0,United Kingdom,10,18,12,Tue,2011-10
564656,22602,RETROSPOT WOODEN HEART DECORATION,12,2011-08-26 14:40:00,0.85,14141.0,United Kingdom,8,26,14,Fri,2011-08
573265,23313,VINTAGE CHRISTMAS BUNTING,5,2011-10-28 12:39:00,4.95,16150.0,United Kingdom,10,28,12,Fri,2011-10
578187,21733,RED HANGING HEART T-LIGHT HOLDER,6,2011-11-23 11:40:00,2.95,14336.0,United Kingdom,11,23,11,Wed,2011-11
548621,47594B,SCOTTIES DESIGN WASHBAG,2,2011-04-01 11:54:00,1.95,16960.0,United Kingdom,4,1,11,Fri,2011-04
563741,20755,BLUE PAISLEY POCKET BOOK,12,2011-08-19 08:57:00,0.85,14759.0,United Kingdom,8,19,8,Fri,2011-08
573245,23393,HOME SWEET HOME CUSHION COVER ,1,2011-10-28 12:08:00,3.75,17841.0,United Kingdom,10,28,12,Fri,2011-10
546925,22989,SET 2 PANTRY DESIGN TEA TOWELS,6,2011-03-18 10:09:00,3.25,12647.0,Germany,3,18,10,Fri,2011-03
545634,22846,BREAD BIN DINER STYLE RED ,2,2011-03-04 12:12:00,16.95,14911.0,EIRE,3,4,12,Fri,2011-03
566917,23357,HOT WATER BOTTLE SEX BOMB,24,2011-09-15 14:37:00,4.15,18259.0,United Kingdom,9,15,14,Thu,2011-09
536945,21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,6,2010-12-03 12:24:00,1.65,14083.0,United Kingdom,12,3,12,Fri,2010-12
542737,22077,6 RIBBONS RUSTIC CHARM,1,2011-01-31 15:52:00,1.65,15058.0,United Kingdom,1,31,15,Mon,2011-01
563558,23207,LUNCH BAG ALPHABET DESIGN,20,2011-08-17 13:40:00,1.65,14156.0,EIRE,8,17,13,Wed,2011-08
575851,21944,KITTENS DESIGN FLANNEL,1,2011-11-11 12:13:00,0.85,14662.0,United Kingdom,11,11,12,Fri,2011-11
579196,22446,PIN CUSHION BABUSHKA PINK,3,2011-11-28 15:54:00,2.46,14096.0,United Kingdom,11,28,15,Mon,2011-11
558703,22045,SPACEBOY GIFT WRAP,25,2011-07-01 12:47:00,0.42,13730.0,United Kingdom,7,1,12,Fri,2011-07
552532,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2011-05-10 09:39:00,2.95,15615.0,United Kingdom,5,10,9,Tue,2011-05
552558,21534,DAIRY MAID LARGE MILK JUG,3,2011-05-10 11:33:00,4.95,14766.0,United Kingdom,5,10,11,Tue,2011-05
570721,23470,CARD HOLDER LOVE BIRD LARGE ,2,2011-10-12 10:51:00,6.25,13842.0,United Kingdom,10,12,10,Wed,2011-10
551160,21497,FANCY FONTS BIRTHDAY WRAP,25,2011-04-26 15:04:00,0.42,15237.0,United Kingdom,4,26,15,Tue,2011-04
552554,21902,"KEY FOB , FRONT  DOOR ",8,2011-05-10 11:04:00,0.65,12843.0,United Kingdom,5,10,11,Tue,2011-05
555500,79337,BLUE FLOCK GLASS CANDLEHOLDER,1,2011-06-03 15:32:00,0.38,15508.0,United Kingdom,6,3,15,Fri,2011-06
576255,84978,HANGING HEART JAR T-LIGHT HOLDER,6,2011-11-14 14:09:00,1.25,15993.0,United Kingdom,11,14,14,Mon,2011-11
566408,20759,CHRYSANTHEMUM POCKET BOOK ,2,2011-09-12 13:43:00,0.85,16984.0,United Kingdom,9,12,13,Mon,2011-09
577497,21329,DINOSAURS  WRITING SET ,1,2011-11-20 12:22:00,1.65,17555.0,United Kingdom,11,20,12,Sun,2011-11
536539,85019A,ROMANTIC IMAGES NOTEBOOK SET,4,2010-12-01 14:03:00,4.25,15165.0,United Kingdom,12,1,14,Wed,2010-12
572653,23212,HEART WREATH DECORATION WITH BELL,4,2011-10-25 12:12:00,1.25,15861.0,United Kingdom,10,25,12,Tue,2011-10
549568,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2011-04-10 15:09:00,0.85,15665.0,United Kingdom,4,10,15,Sun,2011-04
542419,20774,GREEN FERN NOTEBOOK,1,2011-01-27 17:41:00,1.65,14662.0,United Kingdom,1,27,17,Thu,2011-01
547510,21725,SWEETIES  STICKERS,12,2011-03-23 13:42:00,0.85,15245.0,United Kingdom,3,23,13,Wed,2011-03
572289,23272,TREE T-LIGHT HOLDER WILLIE WINKIE,2,2011-10-23 12:37:00,1.65,13782.0,United Kingdom,10,23,12,Sun,2011-10
C557505,22960,JAM MAKING SET WITH JARS,5,2011-06-20 16:05:00,3.75,17490.0,United Kingdom,6,20,16,Mon,2011-06
558993,22729,ALARM CLOCK BAKELIKE ORANGE,4,2011-07-05 11:49:00,3.75,16729.0,United Kingdom,7,5,11,Tue,2011-07
552882,23084,RABBIT NIGHT LIGHT,24,2011-05-12 10:10:00,2.08,14646.0,Netherlands,5,12,10,Thu,2011-05
574573,23357,HOT WATER BOTTLE SEX BOMB,2,2011-11-04 16:35:00,4.95,14592.0,United Kingdom,11,4,16,Fri,2011-11
568703,21287,SCENTED VELVET LOUNGE CANDLE ,108,2011-09-28 15:21:00,0.38,12748.0,United Kingdom,9,28,15,Wed,2011-09
550775,22355,CHARLOTTE BAG SUKI DESIGN,10,2011-04-20 13:18:00,0.85,15805.0,United Kingdom,4,20,13,Wed,2011-04
546782,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,4,2011-03-17 09:13:00,6.75,15291.0,United Kingdom,3,17,9,Thu,2011-03
547381,22076,6 RIBBONS EMPIRE  ,2,2011-03-22 15:25:00,1.65,18041.0,United Kingdom,3,22,15,Tue,2011-03
C560572,M,Manual,1,2011-07-19 14:45:00,112.35,17065.0,United Kingdom,7,19,14,Tue,2011-07
577524,23090,VINTAGE GLASS T-LIGHT HOLDER,12,2011-11-20 13:33:00,0.83,16905.0,United Kingdom,11,20,13,Sun,2011-11
565204,21790,VINTAGE SNAP CARDS,12,2011-09-01 16:45:00,0.85,15829.0,United Kingdom,9,1,16,Thu,2011-09
559819,23199,JUMBO BAG APPLES,10,2011-07-12 16:58:00,2.08,12682.0,France,7,12,16,Tue,2011-07
553102,22041,"RECORD FRAME 7"" SINGLE SIZE ",48,2011-05-13 11:58:00,2.1,12980.0,United Kingdom,5,13,11,Fri,2011-05
542777,22137,BATHROOM SET LOVE HEART DESIGN,6,2011-02-01 08:31:00,2.95,14911.0,EIRE,2,1,8,Tue,2011-02
545067,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,15,2011-02-27 14:49:00,9.95,17894.0,United Kingdom,2,27,14,Sun,2011-02
575640,21933,PINK VINTAGE PAISLEY PICNIC BAG,1,2011-11-10 14:01:00,1.65,13148.0,United Kingdom,11,10,14,Thu,2011-11
572542,22138,BAKING SET 9 PIECE RETROSPOT ,12,2011-10-24 16:20:00,4.95,17272.0,United Kingdom,10,24,16,Mon,2011-10
568471,21137,BLACK RECORD COVER FRAME,2,2011-09-27 11:49:00,3.75,17805.0,United Kingdom,9,27,11,Tue,2011-09
546659,22382,LUNCH BAG SPACEBOY DESIGN ,10,2011-03-15 14:25:00,1.65,16996.0,United Kingdom,3,15,14,Tue,2011-03
541570,85099B,JUMBO BAG RED RETROSPOT,200,2011-01-19 12:34:00,1.65,14646.0,Netherlands,1,19,12,Wed,2011-01
563720,21707,FOLDING UMBRELLA BLACKBLUE POLKADOT,1,2011-08-18 16:24:00,4.95,15867.0,United Kingdom,8,18,16,Thu,2011-08
560732,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,2011-07-20 14:55:00,2.95,14056.0,United Kingdom,7,20,14,Wed,2011-07
578834,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,1,2011-11-25 15:32:00,4.95,18109.0,United Kingdom,11,25,15,Fri,2011-11
C546204,POST,POSTAGE,1,2011-03-10 11:13:00,1.72,13599.0,United Kingdom,3,10,11,Thu,2011-03
577160,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-11-18 10:05:00,2.95,16134.0,United Kingdom,11,18,10,Fri,2011-11
544657,21217,RED RETROSPOT ROUND CAKE TINS,3,2011-02-22 13:08:00,9.95,14895.0,United Kingdom,2,22,13,Tue,2011-02
575639,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,2011-11-10 13:49:00,1.65,15289.0,United Kingdom,11,10,13,Thu,2011-11
563755,21155,RED RETROSPOT PEG BAG,6,2011-08-19 10:58:00,2.55,17612.0,United Kingdom,8,19,10,Fri,2011-08
565381,22798,ANTIQUE GLASS DRESSING TABLE POT,8,2011-09-02 15:23:00,2.95,16173.0,United Kingdom,9,2,15,Fri,2011-09
576590,22839,3 TIER CAKE TIN GREEN AND CREAM,8,2011-11-15 14:30:00,12.75,16240.0,United Kingdom,11,15,14,Tue,2011-11
567472,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,2,2011-09-20 12:47:00,0.85,15039.0,United Kingdom,9,20,12,Tue,2011-09
539030,22837,HOT WATER BOTTLE BABUSHKA ,12,2010-12-15 14:25:00,4.65,13089.0,United Kingdom,12,15,14,Wed,2010-12
575983,21035,SET/2 RED RETROSPOT TEA TOWELS ,1,2011-11-13 13:45:00,3.25,13379.0,United Kingdom,11,13,13,Sun,2011-11
559421,47590B,PINK HAPPY BIRTHDAY BUNTING,3,2011-07-08 11:55:00,5.45,12648.0,Germany,7,8,11,Fri,2011-07
567153,22616,PACK OF 12 LONDON TISSUES ,12,2011-09-16 16:25:00,0.39,14056.0,United Kingdom,9,16,16,Fri,2011-09
537688,22423,REGENCY CAKESTAND 3 TIER,16,2010-12-08 10:35:00,10.95,17406.0,United Kingdom,12,8,10,Wed,2010-12
573500,23569,TRADTIONAL ALPHABET STAMP SET,1,2011-10-31 12:01:00,4.95,16931.0,United Kingdom,10,31,12,Mon,2011-10
542611,20961,STRAWBERRY BATH SPONGE ,10,2011-01-30 14:13:00,1.25,15415.0,United Kingdom,1,30,14,Sun,2011-01
555520,90209C,PINK ENAMEL+GLASS HAIR COMB,1,2011-06-05 11:14:00,2.1,15038.0,United Kingdom,6,5,11,Sun,2011-06
575868,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,3,2011-11-11 12:44:00,4.95,12985.0,United Kingdom,11,11,12,Fri,2011-11
537335,20757,RED DAISY POCKET BOOK ,3,2010-12-06 12:15:00,0.85,15048.0,United Kingdom,12,6,12,Mon,2010-12
570672,22747,POPPY'S PLAYHOUSE BATHROOM,6,2011-10-11 14:52:00,2.1,12536.0,France,10,11,14,Tue,2011-10
555570,22841,ROUND CAKE TIN VINTAGE GREEN,2,2011-06-05 15:36:00,7.95,15152.0,United Kingdom,6,5,15,Sun,2011-06
578791,22083,PAPER CHAIN KIT RETROSPOT,4,2011-11-25 12:20:00,2.95,12841.0,United Kingdom,11,25,12,Fri,2011-11
563538,84596F,SMALL MARSHMALLOWS PINK BOWL,8,2011-08-17 11:48:00,0.42,17841.0,United Kingdom,8,17,11,Wed,2011-08
557268,22558,CLOTHES PEGS RETROSPOT PACK 24 ,7,2011-06-19 11:26:00,1.65,13097.0,United Kingdom,6,19,11,Sun,2011-06
576301,21172,PARTY METAL SIGN ,6,2011-11-14 14:40:00,1.45,14667.0,United Kingdom,11,14,14,Mon,2011-11
571548,20969,RED FLORAL FELTCRAFT SHOULDER BAG,4,2011-10-18 07:56:00,3.75,15505.0,United Kingdom,10,18,7,Tue,2011-10
571909,22997,TRAVEL CARD WALLET UNION JACK,1,2011-10-19 15:08:00,0.42,15006.0,United Kingdom,10,19,15,Wed,2011-10
545060,21166,COOK WITH WINE METAL SIGN ,4,2011-02-27 13:47:00,2.08,15547.0,United Kingdom,2,27,13,Sun,2011-02
575851,22603,CHRISTMAS RETROSPOT TREE WOOD,1,2011-11-11 12:13:00,0.85,14662.0,United Kingdom,11,11,12,Fri,2011-11
560271,23163,REGENCY SUGAR TONGS,1,2011-07-17 14:51:00,2.49,16474.0,United Kingdom,7,17,14,Sun,2011-07
542381,21154,RED RETROSPOT OVEN GLOVE ,10,2011-01-27 14:07:00,1.25,17213.0,United Kingdom,1,27,14,Thu,2011-01
563350,22079,RIBBON REEL HEARTS DESIGN ,5,2011-08-15 14:10:00,1.65,14498.0,United Kingdom,8,15,14,Mon,2011-08
573548,20675,BLUE POLKADOT BOWL,6,2011-10-31 13:22:00,1.25,13680.0,United Kingdom,10,31,13,Mon,2011-10
575767,84012,MAGIC SHEEP WOOL GROWING FROM PAPER,1,2011-11-11 11:11:00,0.85,17348.0,United Kingdom,11,11,11,Fri,2011-11
553612,22986,GINGHAM ROSE WRAP,25,2011-05-18 10:48:00,0.42,17556.0,United Kingdom,5,18,10,Wed,2011-05
579093,21733,RED HANGING HEART T-LIGHT HOLDER,32,2011-11-28 10:54:00,2.55,13081.0,United Kingdom,11,28,10,Mon,2011-11
565726,23340,VINTAGE CHRISTMAS CAKE FRILL,12,2011-09-06 11:58:00,1.65,14360.0,United Kingdom,9,6,11,Tue,2011-09
570192,85049A,TRADITIONAL CHRISTMAS RIBBONS,12,2011-10-07 15:26:00,1.25,17509.0,United Kingdom,10,7,15,Fri,2011-10
564962,22158,3 HEARTS HANGING DECORATION RUSTIC,4,2011-08-31 14:35:00,2.95,17777.0,United Kingdom,8,31,14,Wed,2011-08
575366,23352,ROLL WRAP 50'S RED CHRISTMAS ,12,2011-11-09 15:02:00,1.25,14621.0,United Kingdom,11,9,15,Wed,2011-11
576920,23346,SPACEBOY BEAKER,12,2011-11-17 10:49:00,1.25,13871.0,United Kingdom,11,17,10,Thu,2011-11
552532,22384,LUNCH BAG PINK POLKADOT,10,2011-05-10 09:39:00,1.65,15615.0,United Kingdom,5,10,9,Tue,2011-05
558873,21868,POTTING SHED TEA MUG,12,2011-07-04 13:28:00,1.25,15290.0,United Kingdom,7,4,13,Mon,2011-07
555207,22102,MIRROR MOSAIC T-LIGHT HOLDER ,6,2011-06-01 12:19:00,1.65,16818.0,United Kingdom,6,1,12,Wed,2011-06
550819,22835,HOT WATER BOTTLE I AM SO POORLY,3,2011-04-20 17:37:00,4.65,17530.0,United Kingdom,4,20,17,Wed,2011-04
546402,48138,DOORMAT UNION FLAG,2,2011-03-11 15:22:00,7.95,13305.0,United Kingdom,3,11,15,Fri,2011-03
576860,23077,DOUGHNUT LIP GLOSS ,20,2011-11-16 15:58:00,1.25,17602.0,United Kingdom,11,16,15,Wed,2011-11
544586,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,3,2011-02-21 15:04:00,2.95,17338.0,United Kingdom,2,21,15,Mon,2011-02
543989,22666,RECIPE BOX PANTRY YELLOW DESIGN,96,2011-02-15 09:52:00,2.55,12415.0,Australia,2,15,9,Tue,2011-02
571404,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-10-17 12:04:00,2.95,17520.0,United Kingdom,10,17,12,Mon,2011-10
576463,21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,1,2011-11-15 11:37:00,0.85,17974.0,United Kingdom,11,15,11,Tue,2011-11
551414,22685,FRENCH BLUE METAL DOOR SIGN 0,10,2011-04-28 13:35:00,1.25,15622.0,United Kingdom,4,28,13,Thu,2011-04
561085,21980,PACK OF 12 RED RETROSPOT TISSUES ,24,2011-07-25 09:26:00,0.29,14367.0,United Kingdom,7,25,9,Mon,2011-07
565114,22546,MINI JIGSAW PURDEY,24,2011-09-01 11:15:00,0.42,13588.0,United Kingdom,9,1,11,Thu,2011-09
573338,23407,SET OF 2 TRAYS HOME SWEET HOME,1,2011-10-30 11:47:00,9.95,14546.0,United Kingdom,10,30,11,Sun,2011-10
570127,23332,IVORY WICKER HEART LARGE,6,2011-10-07 13:17:00,1.65,16900.0,United Kingdom,10,7,13,Fri,2011-10
576077,23336,EGG FRYING PAN PINK ,1,2011-11-13 16:22:00,2.08,16720.0,United Kingdom,11,13,16,Sun,2011-11
539044,20685,DOORMAT RED RETROSPOT,1,2010-12-15 15:47:00,7.95,15727.0,United Kingdom,12,15,15,Wed,2010-12
578677,23503,PLAYING CARDS KEEP CALM & CARRY ON,2,2011-11-24 19:30:00,1.25,15750.0,United Kingdom,11,24,19,Thu,2011-11
571053,23032,DRAWER KNOB CRACKLE GLAZE IVORY,12,2011-10-13 13:53:00,1.65,12631.0,Finland,10,13,13,Thu,2011-10
538510,20828,GLITTER BUTTERFLY CLIPS,2,2010-12-12 13:47:00,2.55,18004.0,United Kingdom,12,12,13,Sun,2010-12
536559,51014L,"FEATHER PEN,LIGHT PINK",12,2010-12-01 14:54:00,0.85,17873.0,United Kingdom,12,1,14,Wed,2010-12
575070,82581,TOILET METAL SIGN,1,2011-11-08 12:58:00,0.55,17841.0,United Kingdom,11,8,12,Tue,2011-11
575078,23502,PLAYING CARDS VINTAGE DOILY ,12,2011-11-08 13:25:00,1.25,17633.0,United Kingdom,11,8,13,Tue,2011-11
562161,21925,UNION STRIPE CUSHION COVER ,2,2011-08-03 11:58:00,1.25,17841.0,United Kingdom,8,3,11,Wed,2011-08
553067,21754,HOME BUILDING BLOCK WORD,4,2011-05-13 11:44:00,5.95,16871.0,United Kingdom,5,13,11,Fri,2011-05
C537812,21843,RED RETROSPOT CAKE STAND,10,2010-12-08 13:33:00,9.95,14299.0,United Kingdom,12,8,13,Wed,2010-12
562596,22721,SET OF 3 CAKE TINS SKETCHBOOK,3,2011-08-08 09:22:00,4.95,16145.0,United Kingdom,8,8,9,Mon,2011-08
545188,22521,CHILDS GARDEN TROWEL PINK,2,2011-02-28 15:19:00,0.85,14056.0,United Kingdom,2,28,15,Mon,2011-02
542103,72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,6,2011-01-25 13:26:00,4.25,13198.0,United Kingdom,1,25,13,Tue,2011-01
539007,21754,HOME BUILDING BLOCK WORD,1,2010-12-15 13:00:00,5.95,17894.0,United Kingdom,12,15,13,Wed,2010-12
556495,21086,SET/6 RED SPOTTY PAPER CUPS,2,2011-06-12 15:14:00,0.65,18069.0,United Kingdom,6,12,15,Sun,2011-06
570700,23173,REGENCY TEAPOT ROSES ,4,2011-10-12 09:29:00,9.95,14156.0,EIRE,10,12,9,Wed,2011-10
561933,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2011-08-01 12:56:00,8.95,12949.0,United Kingdom,8,1,12,Mon,2011-08
556510,79321,CHILLI LIGHTS,4,2011-06-13 10:36:00,5.75,14911.0,EIRE,6,13,10,Mon,2011-06
579472,22116,METAL SIGN HIS DINNER IS SERVED,1,2011-11-29 15:09:00,0.79,13521.0,United Kingdom,11,29,15,Tue,2011-11
572309,21990,MODERN FLORAL STATIONERY SET,2,2011-10-23 15:29:00,1.25,14432.0,United Kingdom,10,23,15,Sun,2011-10
538518,22726,ALARM CLOCK BAKELIKE GREEN,1,2010-12-12 16:14:00,3.75,14505.0,United Kingdom,12,12,16,Sun,2010-12
561600,22667,RECIPE BOX RETROSPOT ,1,2011-07-28 11:29:00,2.95,15861.0,United Kingdom,7,28,11,Thu,2011-07
569037,22042,CHRISTMAS CARD SINGING ANGEL,24,2011-09-30 10:45:00,0.42,13263.0,United Kingdom,9,30,10,Fri,2011-09
537034,22748,POPPY'S PLAYHOUSE KITCHEN,6,2010-12-03 17:20:00,2.1,13081.0,United Kingdom,12,3,17,Fri,2010-12
546658,22978,PANTRY ROLLING PIN,6,2011-03-15 14:21:00,3.75,15150.0,United Kingdom,3,15,14,Tue,2011-03
574690,23508,MINI PLAYING CARDS DOLLY GIRL ,20,2011-11-06 13:11:00,0.42,12638.0,Sweden,11,6,13,Sun,2011-11
575952,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,12,2011-11-13 11:55:00,0.29,16015.0,United Kingdom,11,13,11,Sun,2011-11
564092,22726,ALARM CLOCK BAKELIKE GREEN,4,2011-08-23 10:24:00,3.75,13767.0,United Kingdom,8,23,10,Tue,2011-08
545028,21217,RED RETROSPOT ROUND CAKE TINS,1,2011-02-25 15:21:00,9.95,13973.0,United Kingdom,2,25,15,Fri,2011-02
537265,22413,METAL SIGN TAKE IT OR LEAVE IT ,1,2010-12-06 11:26:00,2.95,15919.0,United Kingdom,12,6,11,Mon,2010-12
541251,22830,UTILTY CABINET WITH HOOKS,2,2011-01-16 13:25:00,10.0,15046.0,United Kingdom,1,16,13,Sun,2011-01
576848,22564,ALPHABET STENCIL CRAFT,3,2011-11-16 15:38:00,1.25,15051.0,United Kingdom,11,16,15,Wed,2011-11
564534,21165,BEWARE OF THE CAT METAL SIGN ,4,2011-08-25 15:09:00,1.69,12748.0,United Kingdom,8,25,15,Thu,2011-08
550644,22900, SET 2 TEA TOWELS I LOVE LONDON ,3,2011-04-19 16:19:00,3.25,12733.0,USA,4,19,16,Tue,2011-04
574544,23304,SET 4 PICNIC CUTLERY CHERRY ,12,2011-11-04 14:49:00,1.95,17084.0,United Kingdom,11,4,14,Fri,2011-11
572653,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,10,2011-10-25 12:12:00,0.29,15861.0,United Kingdom,10,25,12,Tue,2011-10
562784,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-08-09 13:22:00,2.95,16791.0,United Kingdom,8,9,13,Tue,2011-08
540353,22835,HOT WATER BOTTLE I AM SO POORLY,3,2011-01-06 14:53:00,4.65,13764.0,United Kingdom,1,6,14,Thu,2011-01
579125,22338,STAR DECORATION PAINTED ZINC ,96,2011-11-28 12:19:00,0.19,14215.0,United Kingdom,11,28,12,Mon,2011-11
541238,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,1,2011-01-16 10:42:00,2.95,16746.0,United Kingdom,1,16,10,Sun,2011-01
556229,20723,STRAWBERRY CHARLOTTE BAG,10,2011-06-09 14:43:00,0.85,12839.0,United Kingdom,6,9,14,Thu,2011-06
560454,22570,FELTCRAFT CUSHION RABBIT,4,2011-07-19 10:06:00,3.75,12947.0,United Kingdom,7,19,10,Tue,2011-07
C570483,22728,ALARM CLOCK BAKELIKE PINK,2,2011-10-10 17:01:00,3.75,13078.0,United Kingdom,10,10,17,Mon,2011-10
579619,23560,SET OF 6 RIBBONS COUNTRY STYLE,12,2011-11-30 12:10:00,2.89,18241.0,United Kingdom,11,30,12,Wed,2011-11
546502,22429,ENAMEL MEASURING JUG CREAM,1,2011-03-14 11:46:00,4.25,16005.0,United Kingdom,3,14,11,Mon,2011-03
562926,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-08-10 14:55:00,2.95,17512.0,United Kingdom,8,10,14,Wed,2011-08
560937,23156,SET OF 5 MINI GROCERY MAGNETS,1,2011-07-22 10:52:00,2.08,17920.0,United Kingdom,7,22,10,Fri,2011-07
561653,20992,JAZZ HEARTS PURSE NOTEBOOK,24,2011-07-28 15:55:00,0.39,14002.0,United Kingdom,7,28,15,Thu,2011-07
575950,22568,FELTCRAFT CUSHION OWL,8,2011-11-13 11:53:00,3.75,16983.0,United Kingdom,11,13,11,Sun,2011-11
569718,23390,DOLLY GIRL MINI BACKPACK,4,2011-10-06 09:01:00,4.15,15837.0,United Kingdom,10,6,9,Thu,2011-10
577745,23296,SET OF 6 TEA TIME BAKING CASES,24,2011-11-21 14:06:00,1.25,18139.0,United Kingdom,11,21,14,Mon,2011-11
577751,23469,CARD HOLDER LOVE BIRD SMALL,1,2011-11-21 14:34:00,4.15,12904.0,United Kingdom,11,21,14,Mon,2011-11
550255,84949,SILVER HANGING T-LIGHT HOLDER,6,2011-04-15 11:47:00,1.65,13468.0,United Kingdom,4,15,11,Fri,2011-04
577299,POST,POSTAGE,1,2011-11-18 12:52:00,18.0,12498.0,Germany,11,18,12,Fri,2011-11
555644,84692,BOX OF 24 COCKTAIL PARASOLS,5,2011-06-06 13:24:00,0.42,16520.0,United Kingdom,6,6,13,Mon,2011-06
542608,22898,CHILDRENS APRON APPLES DESIGN,1,2011-01-30 13:51:00,1.95,16770.0,United Kingdom,1,30,13,Sun,2011-01
539019,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,7,2010-12-15 14:12:00,0.42,17551.0,United Kingdom,12,15,14,Wed,2010-12
550823,22550,HOLIDAY FUN LUDO,36,2011-04-21 09:36:00,3.39,16133.0,United Kingdom,4,21,9,Thu,2011-04
541292,22960,JAM MAKING SET WITH JARS,6,2011-01-17 13:30:00,4.25,15596.0,United Kingdom,1,17,13,Mon,2011-01
